id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
ZG-4855	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	6617003	7028465	12,18	BX908756,CR855320	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4856	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	9212856	9456409	7,9	BX548256,CU861508	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4856	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	8973051	9316623	7,9	BX548256,CU861508	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4858	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	11194120	11458840	25,9	BX908747,CU914777	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4858	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	11177680	11440011	25,9	BX908747,CU914777	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4859	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	12052427	12112681	3,5	FP340260,CU550698	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4859	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	12064599	12126855	3,5	FP340260,CU550698	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4860	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	19192771	19532051	9,9	BX119979,BX511095	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4860	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	18629603	18963136	9,9	BX119979,BX511095	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4861	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4880	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	19125823	19532051	13,9	CR387920,BX511095	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4880	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	18560655	18963136	13,9	CR387920,BX511095	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4881	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	19192771	19532051	9,9	BX119979,BX511095	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4881	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	18629603	18963136	9,9	BX119979,BX511095	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4882	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	19125823	19532051	13,9	CR387920,BX511095	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4882	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	18560655	18963136	13,9	CR387920,BX511095	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4883	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	19125823	19532051	13,9	CR387920,BX511095	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4883	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	18560655	18963136	13,9	CR387920,BX511095	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4884	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	20635977	20740025	7,6	CT573191,CU075714	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4884	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	20111560	20215614	7,6	CT573191,CU075714	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4885	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	10038183	10292086	9,7	CU468726,BX323090	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4885	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	9898397	10159748	9,7	CU468726,BX323090	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4886	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	21527587	21618138	5,3	CT955997,CU929298	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4886	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	21055491	21082971	5,3	CT955997,CU929298	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4887	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	26890983	27282633	17,7	AL974309,BX294104	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4887	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4888	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	27708112	28029733	7,9	CU915565,BX901881	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4888	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	27462025	27763985	7,9	CU915565,BX901881	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4890	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	27708112	28029733	7,9	CU915565,BX901881	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4890	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	27462025	27763985	7,9	CU915565,BX901881	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4891	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	28056786	28109180	4,4	CU929263,CU469541	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4891	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	27791038	27843622	4,4	CU929263,CU469541	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4892	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	28339215	28555529	5,7	CU929441,BX908780	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4892	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	28073657	28290102	5,7	CU929441,BX908780	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4893	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	29882561	30295579	24,16	CR407598,BX548015	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4893	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	29824103	30155767	24,16	CR407598,BX548015	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4894	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	30544691	30696096	6,6	CU914627,CU929221	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4894	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	30404879	30882636	6,6	CU914627,CU929221	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4895	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	31982835	32126211	5,8	CU915570,FP236173	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4895	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	32268047	32411860	5,8	CU915570,FP236173	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4896	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	32030885	32240582	8,8	FP236173,AL805947	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4896	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	32358273	32638402	8,8	FP236173,AL805947	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4897	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	32639286	32979967	7,19	CU041391,CR762462	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4897	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	33087896	33345216	7,19	CU041391,CR762462	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4898	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	32639286	32979967	7,19	CU041391,CR762462	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4898	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	33087896	33345216	7,19	CU041391,CR762462	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4900	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	36015143	36276940	7,9	CU914333,BX511149	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4900	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	36455285	36717467	7,9	CU914333,BX511149	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4901	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	36276941	36579644	5,13	FP245442,BX005385	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4901	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	36856864	37149106	5,13	FP245442,BX005385	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4902	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	36449444	36772833	13,6	BX005385,FP102961	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4902	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	36989933	37320942	13,6	BX005385,FP102961	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4903	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	37320943	37585098	6,13	CU856680,BX927130	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4904	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	37702200	37799200	8,5	FQ323097,CU915774	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4904	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4905	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	37799201	37899528	6,5	CU929406,FP016013	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4905	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	38899024	38972266	6,5	CU929406,FP016013	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4906	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	38089759	38172060	6,9	CU915613,CU915762	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4906	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	39162497	39252661	6,9	CU915613,CU915762	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4907	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	39918922	40051868	5,4	CU856624,CU550714	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4907	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	41029513	41151435	5,4	CU856624,CU550714	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4915	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	40020948	40144408	4,11	CU550714,CR387992	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4915	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	41120515	41228167	4,11	CU550714,CR387992	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4916	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	40627833	40948702	6,7	BX511019,BX005288	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4916	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	41711592	42032386	6,7	BX511019,BX005288	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4917	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	43311059	43677047	10,9	CU915778,CT033803	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4917	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	44394743	44541933	10,9	CU915778,CT033803	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4918	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	43415740	43677047	9,22	CT033803,CR848663	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4918	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	44472462	44733769	9,22	CT033803,CR848663	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4919	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	44419812	44645646	9,10	AL953855,CU570697	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4919	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	45576593	45808134	9,10	AL953855,CU570697	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4920	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	45142629	45508949	5,6	BX901938,AL929216	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4920	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	46305117	46697288	5,6	BX901938,AL929216	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4921	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	47162171	48269302	33,6	CR381623,FP236852	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4921	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	48350510	49420121	33,6	CR381623,FP236852	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4923	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	49017473	49251001	5,12	CU570972,CR391978	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4923	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	50168292	50401910	5,12	CU570972,CR391978	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4924	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	49980997	50316356	6,8	CU467858,BX855617	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4924	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	51131906	51469477	6,8	CU467858,BX855617	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4925	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	50334984	50618387	7,4	CU651563,CU138540	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4925	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	51488105	51771890	7,4	CU651563,CU138540	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4926	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	50455166	50859030	4,10	CU138540,BX547996	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4926	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	51608669	52011669	4,10	CU138540,BX547996	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4927	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	50859031	51030978	21,6	CU929104,FP245518	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4927	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	52011670	52159294	21,6	CU929104,FP245518	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4928	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	51497922	51904252	6,13	BX901942,BX323839	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4928	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	52626973	53033653	6,13	BX901942,BX323839	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4929	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	51904253	52187098	7,7	BX004781,CU550733	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4929	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	53033654	53317527	7,7	BX004781,CU550733	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4930	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	52771194	53077778	6,4	BX927391,CU693443	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4930	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	53944223	54271172	6,4	BX927391,CU693443	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4931	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	53098535	53229151	7,13	CU928197,FP017162	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4931	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	54291929	54455648	7,13	CU928197,FP017162	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4932	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	54412337	54716539	10,7	CU467849,BX284640	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4932	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	55629316	55933993	10,7	CU467849,BX284640	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4933	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	55140300	55563558	8,19	CU570685,CU280887	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4933	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	56357754	56779625	8,19	CU570685,CU280887	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4934	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	55202305	55563558	4,19	CU571077,CU280887	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4934	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	56382339	56779625	4,19	CU571077,CU280887	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4935	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	55563559	56230374	13,14	AL928676,BX927068	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4935	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	56779626	57495270	13,14	AL928676,BX927068	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4936	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58293386	58837134	5,11	FP017168,FP236157	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4936	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4937	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58552695	58837134	11,6	FP236157,FP016245	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4937	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4938	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58516352	58584305	6,4	FP016245,FP312971	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4938	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	60234998	60334156	6,4	FP016245,FP312971	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5019	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	6808794	6977996	6,24	FQ323107,CT998565	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5019	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5087	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	10841469	11055861	16,16	BX569798,BX569798	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5087	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	10708178	10921784	16,16	BX569798,BX569798	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5159	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58552695	58619962	6,5	FP016245,CU550701	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5159	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	60234998	60302265	6,5	FP016245,CU550701	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5176	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58584306	58837134	11,5	FP236157,CU550701	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5176	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5262	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	43311059	43609575	10,22	CU915778,CR848663	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5262	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	44394743	44733769	10,22	CU915778,CR848663	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5279	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	57788967	58065755	20,5	CU550716,FQ311916	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5279	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5280	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58696682	58837134	11,11	FP236157,FP236157	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5280	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5281	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	58350558	58547014	4,4	FP312971,FP015850	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5281	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	59871290	60334156	4,4	FP312971,FP015850	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5282	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	57966394	58619962	2,5	FQ311916,CU550701	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5290	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	12328819	12599657	7,3	BX323837,FO082030	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5360	1	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	69178247	69687889	13,13	BX927130,CR376730	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5360	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	37398581	37952859	13,13	BX927130,CR376730	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5362	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	36772834	36960680	6,12	CU856680,BX901893	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5362	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	37320943	38089224	6,12	CU856680,BX901893	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5363	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	34251374	34653290	14,5	BX897691,CR786582	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5363	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	34651878	35053794	14,5	BX897691,CR786582	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5364	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	34074492	34458851	12,14	CU915787,BX897691	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5364	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	34439741	35053794	12,14	CU915787,BX897691	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5407	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5407	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5429	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	1000331	1213304	6,6	CR450787,CR450787	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5429	1	MAPPED	CU651621.3	NC_007129.5	CHROMOSOME	46066946	46279919	6,6	CR450787,CR450787	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5464	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	1000331	1320592	11,6	CU459149,CR450787	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5465	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	1000331	1354935	6,3	CR450787,CU855797	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5486	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	6808794	7002237	24,10	CT998565,CU861653	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5486	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	6397093	6867608	24,10	CT998565,CU861653	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5501	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	34711564	34893198	8,5	BX005386,FP236452	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5509	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	43469858	43715184	9,14	CT033803,CT583626	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5509	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	44472462	44871965	9,14	CT033803,CT583626	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5644	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	13621508	13991674	8,11	BX530018,CR847936	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5644	1	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5645	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	15254069	15408492	5,5	BX649370,FP017180	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5645	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	14745929	14841295	5,5	BX649370,FP017180	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5647	1	MAPPED	CM002885.1	NC_007112.6	CHROMOSOME	15253414	15403762	6,5	FP074903,BX649370	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5647	1	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	14666628	14816976	6,5	FP074903,BX649370	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
